source_label,native_category,visual_category,occurrence_count,workflow_ids,semantic_role,canonical_role_iri,role_assignment,decision,mapping_state,anchor_iri,confidence,rationale 
Percolation threshold,component,component,1,iet-composition-to-property-model,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/percolation-threshold-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Polished GC tips,material,material,1,dropcasted-ink-on-gc-tips,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/polished-gc-tips-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Precursors for molecular probe synthesis,material,material,1,development-of-ratiometric-fluorescent-probes-for-local-ph-assessement-in-alkaline-media,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/precursors-for-molecular-probe-synthesis-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Prism for ATR-FTIR,material,material,2,irras-operando-or-in-situ-ftir; prism-preparation-for-atr-ftir,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/prism-for-atr-ftir-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Prism Preparation for ATR-FTIR,,process,4,image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; in-situ-fourier-transformed-ir-in-atr-configuration; prism-preparation-for-atr-ftir,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/prism-preparation-for-atr-ftir-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Process water samples taken during operation,device,device,1,additional-measurements-on-pewe-during-operation,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,process_water_sample_is_matter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/process-water-samples-taken-during-operation-device,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTFE ink composition and properties,material,material,1,modeling-of-hydrophobic-treatment-of-gdl,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptfe-ink-composition-and-properties-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL,component,component,1,contact-resistance-measurement,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL 3D voxel data classified,meso,data,5,voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-3d-voxel-data-classified-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL breakthrough pressure,component,component,1,water-retention-curve-simulation,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-breakthrough-pressure-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL conductivity,component,component,1,voxel-based-3d-electric-conductiviy-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-conductivity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL contact resistance,component,component,1,contact-resistance-measurement,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-contact-resistance-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL corrosion measurement,,method,1,ptl-corrosion-measurement,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-corrosion-measurement-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL internal contact angle,component,component,1,water-retention-curve-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-internal-contact-angle-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL permeability,component,component,1,voxel-based-3d-permability-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-permeability-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL porosity,component,component,1,voxel-based-3d-effective-diffusivity-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-porosity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL thermal conductivity,component,component,1,voxel-based-3d-thermal-conductivity-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-thermal-conductivity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL tortuosity,component,component,1,voxel-based-3d-effective-diffusivity-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-tortuosity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
PTL water retention curve,component,component,1,water-retention-curve-simulation,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ptl-water-retention-curve-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Pulsed gas analysis,,method,7,blade-coating-and-decal-transfer-for-ref-pefc-ccm; electrospray-deposition-of-catalyst-layers; fitting-of-the-europium-model; iet-1d-performance-model-for-mea-fitting; impregnation-by-immersion-and-blade-coating; pulsed-gas-analysis; ultrasonic-spray-deposition-for-catalytic-layers,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/pulsed-gas-analysis-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Pulsed gas analysis test protocol,device,device,1,pulsed-gas-analysis,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/pulsed-gas-analysis-test-protocol-device,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ratio of proton conductivity and saturation,component,component,2,iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ratio-of-proton-conductivity-and-saturation-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE CV,component,component,1,model-electrochemistry-in-a-rde-cell,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-cv-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE diffusion current,component,component,1,model-electrochemistry-in-a-rde-cell,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-diffusion-current-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE ECSA,component,component,1,model-electrochemistry-in-a-rde-cell,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-ecsa-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE EIS,component,component,1,transmission-line-model-fitting-of-cl-eis-patterns-for-components-distribution,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-eis-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE EIS (catalyst-free),component,component,1,transmission-line-model-fitting-of-cl-eis-patterns-for-components-distribution,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-eis-catalyst-free-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE EIS (ionomer-free),component,component,1,transmission-line-model-fitting-of-cl-eis-patterns-for-components-distribution,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-eis-ionomer-free-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE EIS (nanostructured),component,component,1,eis-on-nanostructured-electrodes,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-eis-nanostructured-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
RDE electrochemical protocol,component,component,7,fitting-version-of-the-hierachical-model; rde-on-mono-or-polycrystalline-electrodes; rde-on-nanostructured-electrodes; rde-simulation-in-comsol; rrde-on-model-electrodes-in-acidic-solutions; rrde-on-model-electrodes-in-alkaline-solutions; rrde-simulation-in-comsol,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-protocol-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
